Id,Predicted
0,7.8073890860199375
1,2.0667021545869964
2,11.80289508198277
3,13.406791176640604
4,6.604803886697368
5,6.618370686247417
6,7.992839423027207
7,10.044012447798055
8,12.837365421810132
9,5.675631539044523
10,6.445292002710979
11,8.523402990062948
12,9.931570285494308
13,3.5616358521753484
14,4.7588947445250795
15,6.016938621426575
16,2.3395996591553327
17,6.240687617252138
18,8.192396282050785
19,3.063302423139619
20,2.3312786638169056
21,8.031827115800509
22,4.584690675808199
23,6.889940689431179
24,2.9765083654547904
25,8.38070520205225
26,5.010082028849861
27,6.001978378799274
28,2.951731134279089
29,12.380552300450923
30,2.9075569437628164
31,5.879335372923112
32,2.9523122508397006
33,8.692579604352808
34,11.728031039989732
35,9.339363646955928
36,8.131292147420345
37,10.77498476962072
38,8.738435324110934
39,13.1737950117445
40,5.9682882444571295
41,3.9846445199537603
42,11.224033724865631
43,6.272598912173259
44,3.2495584325766047
45,12.95136089346259
46,7.66500670837453
47,8.790766234330194
48,11.568641276266236
49,7.739252718471874
50,8.66499964806483
51,9.669799431385526
52,10.768683662163404
53,3.8706577889500657
54,5.1939170447459135
55,4.747360300644919
56,5.155089487534038
57,5.210181820834972
58,8.738464863447701
59,8.025308919306932
60,5.5017057467474
61,3.8515303192313337
62,4.96317751015324
63,2.0393916051171392
64,6.159666825213555
65,19.544544081911937
66,11.180110923120502
67,8.811678216892902
68,11.887210958767378
69,7.812588900291207
70,4.85500932276957
71,6.272827261400873
72,13.01402821774545
73,10.123025265318663
74,8.86865661268312
75,7.603089478960373
76,6.427316890211167
77,17.794803432611857
78,9.733742056485992
79,14.08818981023168
80,7.303783553312862
81,5.623547773463462
82,11.393474400838231
83,10.535652342455936
84,2.365769670191967
85,5.792139371380252
86,3.527444257081963
87,6.332418175541824
88,24.80717817125111
89,13.102150071062384
